aqi,co,county,latitude,longitude,monitor_date,no2,o3,pm10,pm2_5,site_name,so2,status
76,8.0,,,,2025-12-29 00:00:00,63.0,,68.0,76.0,鳳山,19.0,
82,5.0,,,,2025-12-29 00:00:00,67.0,,74.0,82.0,仁武,12.0,
81,3.0,,,,2025-12-29 00:00:00,54.0,,67.0,81.0,橋頭,12.0,
46,2.0,,,,2025-12-29 00:00:00,29.0,,32.0,46.0,美濃,0.0,
53,3.0,,,,2025-12-29 00:00:00,53.0,,51.0,52.0,臺南,12.0,
51,3.0,,,,2025-12-29 00:00:00,36.0,,51.0,51.0,安南,12.0,
61,2.0,,,,2025-12-29 00:00:00,36.0,,53.0,61.0,善化,19.0,
47,2.0,,,,2025-12-29 00:00:00,38.0,,47.0,46.0,新營,12.0,
63,3.0,,,,2025-12-29 00:00:00,43.0,,54.0,63.0,嘉義,19.0,
38,1.0,,,,2025-12-29 00:00:00,14.0,,38.0,28.0,臺西,6.0,
42,2.0,,,,2025-12-29 00:00:00,36.0,,42.0,33.0,朴子,12.0,
44,2.0,,,,2025-12-29 00:00:00,21.0,,43.0,44.0,新港,12.0,
44,2.0,,,,2025-12-29 00:00:00,24.0,,40.0,44.0,崙背,12.0,
68,3.0,,,,2025-12-29 00:00:00,52.0,,60.0,68.0,斗六,12.0,
58,5.0,,,,2025-12-29 00:00:00,58.0,,45.0,52.0,南投,6.0,
52,2.0,,,,2025-12-29 00:00:00,24.0,,52.0,27.0,二林,19.0,
38,3.0,,,,2025-12-29 00:00:00,33.0,,38.0,25.0,線西,25.0,
48,2.0,,,,2025-12-29 00:00:00,48.0,,37.0,33.0,彰化,6.0,
55,3.0,,,,2025-12-29 00:00:00,55.0,,33.0,38.0,西屯,6.0,
50,3.0,,,,2025-12-29 00:00:00,50.0,,33.0,34.0,忠明,12.0,
60,6.0,,,,2025-12-29 00:00:00,60.0,,48.0,41.0,大里,12.0,
52,2.0,,,,2025-12-29 00:00:00,52.0,,33.0,25.0,沙鹿,6.0,
55,3.0,,,,2025-12-29 00:00:00,55.0,,30.0,31.0,豐原,12.0,
40,1.0,,,,2025-12-29 00:00:00,36.0,,18.0,19.0,三義,6.0,
58,5.0,,,,2025-12-29 00:00:00,55.0,,38.0,58.0,苗栗,25.0,
55,3.0,,,,2025-12-29 00:00:00,55.0,,30.0,28.0,頭份,25.0,
55,5.0,,,,2025-12-29 00:00:00,55.0,,23.0,21.0,新竹,12.0,
38,2.0,,,,2025-12-29 00:00:00,38.0,,17.0,20.0,竹東,12.0,
69,3.0,,,,2025-12-29 00:00:00,69.0,,27.0,17.0,湖口,6.0,
33,2.0,,,,2025-12-29 00:00:00,33.0,,22.0,17.0,龍潭,6.0,
40,3.0,,,,2025-12-29 00:00:00,40.0,,20.0,27.0,平鎮,6.0,
45,1.0,,,,2025-12-29 00:00:00,45.0,,35.0,31.0,觀音,19.0,
57,2.0,,,,2025-12-29 00:00:00,57.0,,23.0,18.0,大園,12.0,
48,3.0,,,,2025-12-29 00:00:00,48.0,,17.0,16.0,桃園,6.0,
64,9.0,,,,2025-12-29 00:00:00,64.0,,18.0,29.0,大同,12.0,
60,3.0,,,,2025-12-29 00:00:00,60.0,,28.0,25.0,松山,12.0,
36,2.0,,,,2025-12-29 00:00:00,36.0,,28.0,20.0,古亭,6.0,
59,3.0,,,,2025-12-29 00:00:00,59.0,,22.0,24.0,萬華,12.0,
59,5.0,,,,2025-12-29 00:00:00,59.0,,32.0,26.0,中山,6.0,
45,2.0,,,,2025-12-29 00:00:00,45.0,,25.0,19.0,士林,6.0,
58,3.0,,,,2025-12-29 00:00:00,58.0,,28.0,18.0,淡水,12.0,
52,2.0,,,,2025-12-29 00:00:00,52.0,,23.0,25.0,林口,6.0,
54,3.0,,,,2025-12-29 00:00:00,54.0,,20.0,17.0,菜寮,6.0,
55,3.0,,,,2025-12-29 00:00:00,55.0,,33.0,21.0,新莊,6.0,
51,3.0,,,,2025-12-29 00:00:00,51.0,,20.0,23.0,板橋,6.0,
48,3.0,,,,2025-12-29 00:00:00,48.0,,17.0,13.0,土城,0.0,
45,2.0,,,,2025-12-29 00:00:00,45.0,,18.0,16.0,新店,6.0,
59,2.0,,,,2025-12-29 00:00:00,59.0,,18.0,23.0,汐止,6.0,
52,3.0,,,,2025-12-29 00:00:00,52.0,,18.0,17.0,基隆,6.0,
63,5.0,,,,2025-12-28 00:00:00,50.0,,51.0,63.0,林森,19.0,
56,3.0,,,,2025-12-28 00:00:00,31.0,,27.0,56.0,員林,12.0,
40,2.0,,,,2025-12-28 00:00:00,26.0,,32.0,40.0,大城,25.0,
44,0.0,,,,2025-12-28 00:00:00,7.0,,35.0,27.0,富貴角,0.0,
35,2.0,,,,2025-12-28 00:00:00,29.0,,33.0,35.0,麥寮,19.0,
32,1.0,,,,2025-12-28 00:00:00,10.0,,8.0,16.0,關山,6.0,
42,1.0,,,,2025-12-28 00:00:00,7.0,,32.0,23.0,馬公,6.0,
53,2.0,,,,2025-12-28 00:00:00,38.0,,43.0,53.0,金門,12.0,
46,2.0,,,,2025-12-28 00:00:00,26.0,,38.0,46.0,馬祖,12.0,
42,2.0,,,,2025-12-28 00:00:00,26.0,,28.0,42.0,埔里,6.0,
68,5.0,,,,2025-12-28 00:00:00,53.0,,52.0,68.0,復興,12.0,
45,3.0,,,,2025-12-28 00:00:00,45.0,,17.0,27.0,永和,12.0,
59,3.0,,,,2025-12-28 00:00:00,36.0,,37.0,59.0,竹山,12.0,
54,5.0,,,,2025-12-28 00:00:00,54.0,,20.0,24.0,中壢,6.0,
59,9.0,,,,2025-12-28 00:00:00,59.0,,22.0,23.0,三重,6.0,
35,1.0,,,,2025-12-28 00:00:00,14.0,,5.0,8.0,冬山,0.0,
31,1.0,,,,2025-12-28 00:00:00,17.0,,3.0,14.0,宜蘭,0.0,
39,1.0,,,,2025-12-28 00:00:00,0.0,,5.0,5.0,陽明,6.0,
35,2.0,,,,2025-12-28 00:00:00,17.0,,15.0,15.0,花蓮,6.0,
38,1.0,,,,2025-12-28 00:00:00,7.0,,13.0,15.0,臺東,6.0,
39,1.0,,,,2025-12-28 00:00:00,2.0,,5.0,8.0,恆春,0.0,
73,3.0,,,,2025-12-28 00:00:00,31.0,,55.0,73.0,潮州,12.0,
67,3.0,,,,2025-12-28 00:00:00,40.0,,47.0,67.0,屏東,6.0,
69,5.0,,,,2025-12-28 00:00:00,55.0,,54.0,69.0,小港,19.0,
63,5.0,,,,2025-12-28 00:00:00,51.0,,58.0,63.0,前鎮,31.0,
62,3.0,,,,2025-12-28 00:00:00,48.0,,57.0,62.0,前金,6.0,
65,3.0,,,,2025-12-28 00:00:00,38.0,,51.0,65.0,左營,12.0,
68,2.0,,,,2025-12-28 00:00:00,36.0,,57.0,68.0,楠梓,12.0,
73,3.0,,,,2025-12-28 00:00:00,52.0,,62.0,73.0,林園,38.0,
69,3.0,,,,2025-12-28 00:00:00,45.0,,52.0,69.0,大寮,12.0,
62,5.0,,,,2025-12-28 00:00:00,54.0,,53.0,62.0,鳳山,12.0,
70,3.0,,,,2025-12-28 00:00:00,50.0,,59.0,70.0,仁武,19.0,
71,3.0,,,,2025-12-28 00:00:00,38.0,,53.0,71.0,橋頭,6.0,
53,3.0,,,,2025-12-28 00:00:00,26.0,,38.0,53.0,美濃,6.0,
60,3.0,,,,2025-12-28 00:00:00,48.0,,47.0,60.0,臺南,12.0,
60,3.0,,,,2025-12-28 00:00:00,36.0,,43.0,60.0,安南,12.0,
70,2.0,,,,2025-12-28 00:00:00,31.0,,54.0,70.0,善化,25.0,
63,2.0,,,,2025-12-28 00:00:00,33.0,,43.0,63.0,新營,12.0,
67,3.0,,,,2025-12-28 00:00:00,36.0,,50.0,67.0,嘉義,50.0,
33,2.0,,,,2025-12-28 00:00:00,26.0,,33.0,27.0,臺西,12.0,
50,2.0,,,,2025-12-28 00:00:00,33.0,,37.0,50.0,朴子,12.0,
61,2.0,,,,2025-12-28 00:00:00,38.0,,40.0,61.0,新港,12.0,
56,3.0,,,,2025-12-28 00:00:00,33.0,,37.0,56.0,崙背,19.0,
29,2.0,,,,2025-12-28 00:00:00,29.0,,,,斗六,6.0,
55,3.0,,,,2025-12-28 00:00:00,50.0,,35.0,55.0,南投,6.0,
38,3.0,,,,2025-12-28 00:00:00,29.0,,38.0,36.0,二林,19.0,
31,3.0,,,,2025-12-28 00:00:00,31.0,,20.0,21.0,線西,25.0,
38,3.0,,,,2025-12-28 00:00:00,38.0,,22.0,38.0,彰化,6.0,
38,2.0,,,,2025-12-28 00:00:00,36.0,,22.0,38.0,西屯,6.0,
35,3.0,,,,2025-12-28 00:00:00,33.0,,22.0,35.0,忠明,12.0,
40,5.0,,,,2025-12-28 00:00:00,40.0,,32.0,36.0,大里,6.0,
32,1.0,,,,2025-12-28 00:00:00,21.0,,22.0,27.0,沙鹿,6.0,
33,2.0,,,,2025-12-28 00:00:00,21.0,,18.0,33.0,豐原,19.0,
29,1.0,,,,2025-12-28 00:00:00,14.0,,10.0,16.0,三義,6.0,
32,1.0,,,,2025-12-28 00:00:00,26.0,,12.0,23.0,苗栗,12.0,
33,2.0,,,,2025-12-28 00:00:00,33.0,,18.0,18.0,頭份,6.0,
33,2.0,,,,2025-12-28 00:00:00,26.0,,13.0,17.0,新竹,12.0,
31,2.0,,,,2025-12-28 00:00:00,21.0,,10.0,13.0,竹東,12.0,
32,1.0,,,,2025-12-28 00:00:00,19.0,,18.0,10.0,湖口,6.0,
31,2.0,,,,2025-12-28 00:00:00,24.0,,10.0,,龍潭,6.0,
38,2.0,,,,2025-12-28 00:00:00,38.0,,15.0,16.0,平鎮,0.0,
45,1.0,,,,2025-12-28 00:00:00,45.0,,15.0,19.0,觀音,6.0,
60,2.0,,,,2025-12-28 00:00:00,60.0,,15.0,15.0,大園,12.0,
36,2.0,,,,2025-12-28 00:00:00,36.0,,8.0,14.0,桃園,12.0,
58,8.0,,,,2025-12-28 00:00:00,58.0,,13.0,28.0,大同,12.0,
43,2.0,,,,2025-12-28 00:00:00,43.0,,17.0,18.0,松山,19.0,
31,2.0,,,,2025-12-28 00:00:00,24.0,,13.0,13.0,古亭,12.0,
43,2.0,,,,2025-12-28 00:00:00,43.0,,12.0,20.0,萬華,12.0,
54,3.0,,,,2025-12-28 00:00:00,54.0,,22.0,23.0,中山,6.0,
43,2.0,,,,2025-12-28 00:00:00,43.0,,12.0,15.0,士林,12.0,
33,2.0,,,,2025-12-28 00:00:00,33.0,,12.0,16.0,淡水,6.0,
33,2.0,,,,2025-12-28 00:00:00,33.0,,12.0,13.0,林口,12.0,
38,2.0,,,,2025-12-28 00:00:00,38.0,,12.0,10.0,菜寮,12.0,
32,1.0,,,,2025-12-28 00:00:00,24.0,,18.0,16.0,新莊,6.0,
36,2.0,,,,2025-12-28 00:00:00,36.0,,12.0,25.0,板橋,12.0,
31,2.0,,,,2025-12-28 00:00:00,29.0,,13.0,9.0,土城,6.0,
31,2.0,,,,2025-12-28 00:00:00,29.0,,10.0,15.0,新店,12.0,
36,1.0,,,,2025-12-28 00:00:00,36.0,,10.0,17.0,汐止,12.0,
40,2.0,,,,2025-12-28 00:00:00,40.0,,15.0,17.0,基隆,6.0,
74,7.0,,,,2025-12-27 00:00:00,55.0,,62.0,74.0,林森,25.0,
50,3.0,,,,2025-12-27 00:00:00,50.0,,27.0,47.0,員林,19.0,
49,3.0,,,,2025-12-27 00:00:00,38.0,,37.0,49.0,大城,19.0,
42,0.0,,,,2025-12-27 00:00:00,2.0,,37.0,30.0,富貴角,0.0,
43,6.0,,,,2025-12-27 00:00:00,38.0,,37.0,43.0,麥寮,12.0,
25,1.0,,,,2025-12-27 00:00:00,14.0,,12.0,16.0,關山,6.0,
38,1.0,,,,2025-12-27 00:00:00,7.0,,30.0,27.0,馬公,6.0,
48,2.0,,,,2025-12-27 00:00:00,31.0,,37.0,48.0,金門,12.0,
47,3.0,,,,2025-12-27 00:00:00,19.0,,40.0,47.0,馬祖,19.0,
53,3.0,,,,2025-12-27 00:00:00,21.0,,32.0,53.0,埔里,6.0,
67,5.0,,,,2025-12-27 00:00:00,54.0,,54.0,67.0,復興,6.0,
53,5.0,,,,2025-12-27 00:00:00,53.0,,13.0,19.0,永和,6.0,
64,3.0,,,,2025-12-27 00:00:00,45.0,,45.0,64.0,竹山,12.0,
53,5.0,,,,2025-12-27 00:00:00,53.0,,20.0,31.0,中壢,6.0,
60,10.0,,,,2025-12-27 00:00:00,60.0,,23.0,26.0,三重,6.0,
50,1.0,,,,2025-12-27 00:00:00,50.0,,7.0,15.0,冬山,0.0,
31,1.0,,,,2025-12-27 00:00:00,12.0,,3.0,15.0,宜蘭,6.0,
38,1.0,,,,2025-12-27 00:00:00,2.0,,8.0,5.0,陽明,6.0,
36,3.0,,,,2025-12-27 00:00:00,36.0,,15.0,13.0,花蓮,12.0,
24,2.0,,,,2025-12-27 00:00:00,21.0,,12.0,10.0,臺東,12.0,
34,1.0,,,,2025-12-27 00:00:00,5.0,,3.0,5.0,恆春,6.0,
65,2.0,,,,2025-12-27 00:00:00,33.0,,53.0,65.0,潮州,6.0,
61,3.0,,,,2025-12-27 00:00:00,33.0,,53.0,61.0,屏東,6.0,
66,3.0,,,,2025-12-27 00:00:00,56.0,,55.0,66.0,小港,12.0,
59,5.0,,,,2025-12-27 00:00:00,53.0,,59.0,59.0,前鎮,19.0,
63,3.0,,,,2025-12-27 00:00:00,52.0,,63.0,62.0,前金,12.0,
68,3.0,,,,2025-12-27 00:00:00,52.0,,58.0,68.0,左營,12.0,
64,3.0,,,,2025-12-27 00:00:00,51.0,,60.0,64.0,楠梓,6.0,
68,3.0,,,,2025-12-27 00:00:00,50.0,,61.0,68.0,林園,19.0,
65,3.0,,,,2025-12-27 00:00:00,45.0,,54.0,65.0,大寮,19.0,
64,5.0,,,,2025-12-27 00:00:00,53.0,,55.0,64.0,鳳山,12.0,
64,3.0,,,,2025-12-27 00:00:00,54.0,,59.0,64.0,仁武,19.0,
76,5.0,,,,2025-12-27 00:00:00,52.0,,60.0,76.0,橋頭,12.0,
52,3.0,,,,2025-12-27 00:00:00,26.0,,42.0,52.0,美濃,6.0,
73,5.0,,,,2025-12-27 00:00:00,57.0,,59.0,73.0,臺南,19.0,
71,5.0,,,,2025-12-27 00:00:00,51.0,,55.0,71.0,安南,12.0,
74,3.0,,,,2025-12-27 00:00:00,52.0,,59.0,74.0,善化,31.0,
63,3.0,,,,2025-12-27 00:00:00,52.0,,47.0,63.0,新營,6.0,
66,5.0,,,,2025-12-27 00:00:00,52.0,,50.0,66.0,嘉義,31.0,
40,6.0,,,,2025-12-27 00:00:00,38.0,,38.0,40.0,臺西,6.0,
55,3.0,,,,2025-12-27 00:00:00,33.0,,42.0,55.0,朴子,12.0,
56,3.0,,,,2025-12-27 00:00:00,36.0,,40.0,56.0,新港,12.0,
49,5.0,,,,2025-12-27 00:00:00,33.0,,32.0,49.0,崙背,6.0,
70,3.0,,,,2025-12-27 00:00:00,55.0,,54.0,70.0,斗六,6.0,
61,3.0,,,,2025-12-27 00:00:00,50.0,,42.0,61.0,南投,6.0,
40,5.0,,,,2025-12-27 00:00:00,33.0,,40.0,32.0,二林,6.0,
29,3.0,,,,2025-12-27 00:00:00,29.0,,17.0,23.0,線西,19.0,
43,3.0,,,,2025-12-27 00:00:00,43.0,,23.0,35.0,彰化,6.0,
51,3.0,,,,2025-12-27 00:00:00,51.0,,23.0,38.0,西屯,6.0,
51,5.0,,,,2025-12-27 00:00:00,51.0,,25.0,36.0,忠明,6.0,
52,5.0,,,,2025-12-27 00:00:00,52.0,,30.0,33.0,大里,6.0,
33,2.0,,,,2025-12-27 00:00:00,33.0,,18.0,23.0,沙鹿,6.0,
37,3.0,,,,2025-12-27 00:00:00,36.0,,23.0,37.0,豐原,19.0,
31,2.0,,,,2025-12-27 00:00:00,31.0,,8.0,17.0,三義,6.0,
31,1.0,,,,2025-12-27 00:00:00,31.0,,10.0,21.0,苗栗,6.0,
33,2.0,,,,2025-12-27 00:00:00,33.0,,17.0,19.0,頭份,12.0,
33,2.0,,,,2025-12-27 00:00:00,33.0,,12.0,16.0,新竹,6.0,
33,2.0,,,,2025-12-27 00:00:00,33.0,,10.0,9.0,竹東,6.0,
31,1.0,,,,2025-12-27 00:00:00,26.0,,18.0,10.0,湖口,6.0,
36,2.0,,,,2025-12-27 00:00:00,36.0,,13.0,10.0,龍潭,6.0,
52,3.0,,,,2025-12-27 00:00:00,52.0,,17.0,31.0,平鎮,6.0,
33,1.0,,,,2025-12-27 00:00:00,33.0,,17.0,15.0,觀音,6.0,
54,1.0,,,,2025-12-27 00:00:00,54.0,,13.0,17.0,大園,12.0,
43,3.0,,,,2025-12-27 00:00:00,43.0,,10.0,14.0,桃園,12.0,
59,8.0,,,,2025-12-27 00:00:00,59.0,,15.0,28.0,大同,12.0,
54,1.0,,,,2025-12-27 00:00:00,54.0,,18.0,19.0,松山,6.0,
45,2.0,,,,2025-12-27 00:00:00,45.0,,13.0,13.0,古亭,6.0,
55,3.0,,,,2025-12-27 00:00:00,55.0,,12.0,22.0,萬華,12.0,
53,3.0,,,,2025-12-27 00:00:00,53.0,,22.0,18.0,中山,12.0,
55,2.0,,,,2025-12-27 00:00:00,55.0,,13.0,15.0,士林,6.0,
38,2.0,,,,2025-12-27 00:00:00,38.0,,10.0,17.0,淡水,6.0,
36,2.0,,,,2025-12-27 00:00:00,36.0,,10.0,15.0,林口,6.0,
54,3.0,,,,2025-12-27 00:00:00,54.0,,10.0,14.0,菜寮,12.0,
52,2.0,,,,2025-12-27 00:00:00,52.0,,18.0,18.0,新莊,6.0,
52,3.0,,,,2025-12-27 00:00:00,52.0,,12.0,22.0,板橋,12.0,
48,3.0,,,,2025-12-27 00:00:00,48.0,,12.0,9.0,土城,6.0,
45,2.0,,,,2025-12-27 00:00:00,45.0,,10.0,14.0,新店,6.0,
45,1.0,,,,2025-12-27 00:00:00,45.0,,12.0,20.0,汐止,12.0,
40,2.0,,,,2025-12-27 00:00:00,40.0,,15.0,17.0,基隆,6.0,
61,6.0,,,,2025-12-26 00:00:00,52.0,,61.0,58.0,林森,12.0,
53,3.0,,,,2025-12-26 00:00:00,53.0,,38.0,49.0,員林,6.0,
56,3.0,,,,2025-12-26 00:00:00,50.0,,53.0,56.0,大城,12.0,
63,1.0,,,,2025-12-26 00:00:00,5.0,,60.0,63.0,富貴角,0.0,
57,5.0,,,,2025-12-26 00:00:00,45.0,,57.0,45.0,麥寮,19.0,
29,2.0,,,,2025-12-26 00:00:00,17.0,,15.0,18.0,關山,6.0,
55,1.0,,,,2025-12-26 00:00:00,5.0,,55.0,51.0,馬公,0.0,
81,3.0,,,,2025-12-26 00:00:00,26.0,,60.0,81.0,金門,6.0,
77,2.0,,,,2025-12-26 00:00:00,14.0,,64.0,77.0,馬祖,6.0,
56,3.0,,,,2025-12-26 00:00:00,26.0,,40.0,56.0,埔里,6.0,
64,6.0,,,,2025-12-26 00:00:00,52.0,,57.0,64.0,復興,6.0,
57,3.0,,,,2025-12-26 00:00:00,57.0,,32.0,39.0,永和,6.0,
59,3.0,,,,2025-12-26 00:00:00,43.0,,57.0,59.0,竹山,6.0,
55,7.0,,,,2025-12-26 00:00:00,55.0,,35.0,46.0,中壢,6.0,
59,9.0,,,,2025-12-26 00:00:00,59.0,,43.0,43.0,三重,6.0,
34,1.0,,,,2025-12-26 00:00:00,26.0,,18.0,34.0,冬山,6.0,
29,1.0,,,,2025-12-26 00:00:00,14.0,,12.0,29.0,宜蘭,6.0,
38,1.0,,,,2025-12-26 00:00:00,5.0,,22.0,16.0,陽明,6.0,
40,3.0,,,,2025-12-26 00:00:00,40.0,,15.0,12.0,花蓮,6.0,
29,2.0,,,,2025-12-26 00:00:00,19.0,,20.0,15.0,臺東,12.0,
37,1.0,,,,2025-12-26 00:00:00,5.0,,8.0,10.0,恆春,6.0,
69,6.0,,,,2025-12-26 00:00:00,45.0,,55.0,69.0,潮州,44.0,
68,3.0,,,,2025-12-26 00:00:00,50.0,,55.0,68.0,屏東,12.0,
67,5.0,,,,2025-12-26 00:00:00,59.0,,61.0,67.0,小港,12.0,
61,5.0,,,,2025-12-26 00:00:00,53.0,,61.0,60.0,前鎮,12.0,
58,3.0,,,,2025-12-26 00:00:00,48.0,,58.0,58.0,前金,12.0,
61,3.0,,,,2025-12-26 00:00:00,51.0,,54.0,61.0,左營,6.0,
66,3.0,,,,2025-12-26 00:00:00,51.0,,64.0,66.0,楠梓,12.0,
75,5.0,,,,2025-12-26 00:00:00,59.0,,70.0,75.0,林園,38.0,
72,5.0,,,,2025-12-26 00:00:00,62.0,,63.0,72.0,大寮,12.0,
66,7.0,,,,2025-12-26 00:00:00,62.0,,60.0,66.0,鳳山,12.0,
68,5.0,,,,2025-12-26 00:00:00,56.0,,63.0,68.0,仁武,12.0,
71,3.0,,,,2025-12-26 00:00:00,52.0,,63.0,71.0,橋頭,12.0,
53,3.0,,,,2025-12-26 00:00:00,31.0,,50.0,53.0,美濃,12.0,
60,3.0,,,,2025-12-26 00:00:00,51.0,,58.0,60.0,臺南,12.0,
59,3.0,,,,2025-12-26 00:00:00,38.0,,59.0,59.0,安南,6.0,
64,2.0,,,,2025-12-26 00:00:00,43.0,,55.0,64.0,善化,19.0,
62,3.0,,,,2025-12-26 00:00:00,52.0,,58.0,62.0,新營,6.0,
61,5.0,,,,2025-12-26 00:00:00,52.0,,59.0,61.0,嘉義,44.0,
59,3.0,,,,2025-12-26 00:00:00,48.0,,59.0,45.0,臺西,12.0,
54,3.0,,,,2025-12-26 00:00:00,38.0,,54.0,49.0,朴子,6.0,
54,3.0,,,,2025-12-26 00:00:00,43.0,,52.0,54.0,新港,12.0,
60,5.0,,,,2025-12-26 00:00:00,43.0,,47.0,60.0,崙背,12.0,
64,3.0,,,,2025-12-26 00:00:00,55.0,,58.0,64.0,斗六,19.0,
56,3.0,,,,2025-12-26 00:00:00,53.0,,48.0,56.0,南投,6.0,
54,2.0,,,,2025-12-26 00:00:00,29.0,,54.0,33.0,二林,6.0,
30,1.0,,,,2025-12-26 00:00:00,21.0,,30.0,25.0,線西,6.0,
52,3.0,,,,2025-12-26 00:00:00,52.0,,35.0,37.0,彰化,0.0,
45,2.0,,,,2025-12-26 00:00:00,45.0,,32.0,38.0,西屯,6.0,
54,3.0,,,,2025-12-26 00:00:00,54.0,,35.0,44.0,忠明,6.0,
54,6.0,,,,2025-12-26 00:00:00,54.0,,40.0,29.0,大里,6.0,
32,2.0,,,,2025-12-26 00:00:00,26.0,,32.0,31.0,沙鹿,6.0,
38,2.0,,,,2025-12-26 00:00:00,36.0,,27.0,38.0,豐原,6.0,
33,1.0,,,,2025-12-26 00:00:00,10.0,,17.0,22.0,三義,6.0,
31,2.0,,,,2025-12-26 00:00:00,24.0,,22.0,28.0,苗栗,12.0,
33,2.0,,,,2025-12-26 00:00:00,33.0,,32.0,31.0,頭份,12.0,
36,2.0,,,,2025-12-26 00:00:00,36.0,,32.0,34.0,新竹,6.0,
34,1.0,,,,2025-12-26 00:00:00,19.0,,20.0,24.0,竹東,6.0,
38,2.0,,,,2025-12-26 00:00:00,38.0,,37.0,27.0,湖口,6.0,
31,1.0,,,,2025-12-26 00:00:00,26.0,,25.0,24.0,龍潭,6.0,
45,3.0,,,,2025-12-26 00:00:00,45.0,,32.0,42.0,平鎮,0.0,
40,1.0,,,,2025-12-26 00:00:00,33.0,,40.0,34.0,觀音,6.0,
54,1.0,,,,2025-12-26 00:00:00,54.0,,28.0,35.0,大園,19.0,
48,3.0,,,,2025-12-26 00:00:00,48.0,,30.0,33.0,桃園,12.0,
61,9.0,,,,2025-12-26 00:00:00,61.0,,32.0,42.0,大同,12.0,
55,2.0,,,,2025-12-26 00:00:00,55.0,,38.0,41.0,松山,6.0,
51,2.0,,,,2025-12-26 00:00:00,51.0,,33.0,30.0,古亭,6.0,
53,2.0,,,,2025-12-26 00:00:00,53.0,,32.0,33.0,萬華,6.0,
54,3.0,,,,2025-12-26 00:00:00,54.0,,40.0,42.0,中山,0.0,
43,2.0,,,,2025-12-26 00:00:00,43.0,,32.0,30.0,士林,12.0,
38,2.0,,,,2025-12-26 00:00:00,33.0,,37.0,38.0,淡水,6.0,
52,2.0,,,,2025-12-26 00:00:00,52.0,,32.0,35.0,林口,12.0,
45,2.0,,,,2025-12-26 00:00:00,45.0,,30.0,28.0,菜寮,6.0,
45,2.0,,,,2025-12-26 00:00:00,45.0,,40.0,38.0,新莊,6.0,
52,3.0,,,,2025-12-26 00:00:00,52.0,,32.0,40.0,板橋,6.0,
52,3.0,,,,2025-12-26 00:00:00,52.0,,32.0,23.0,土城,6.0,
43,2.0,,,,2025-12-26 00:00:00,43.0,,28.0,31.0,新店,6.0,
52,2.0,,,,2025-12-26 00:00:00,52.0,,32.0,38.0,汐止,12.0,
37,1.0,,,,2025-12-26 00:00:00,21.0,,37.0,35.0,基隆,6.0,
88,6.0,,,,2025-12-25 00:00:00,43.0,,88.0,70.0,林森,12.0,
53,3.0,,,,2025-12-25 00:00:00,45.0,,48.0,53.0,員林,12.0,
58,2.0,,,,2025-12-25 00:00:00,19.0,,57.0,58.0,大城,6.0,
72,2.0,,,,2025-12-25 00:00:00,12.0,,72.0,67.0,富貴角,0.0,
79,3.0,,,,2025-12-25 00:00:00,17.0,,79.0,55.0,麥寮,12.0,
31,2.0,,,,2025-12-25 00:00:00,14.0,,22.0,29.0,關山,6.0,
50,3.0,,,,2025-12-25 00:00:00,12.0,,50.0,49.0,馬公,0.0,
64,5.0,,,,2025-12-25 00:00:00,33.0,,42.0,64.0,金門,6.0,
57,5.0,,,,2025-12-25 00:00:00,31.0,,43.0,57.0,馬祖,6.0,
63,3.0,,,,2025-12-25 00:00:00,26.0,,47.0,63.0,埔里,12.0,
86,6.0,,,,2025-12-25 00:00:00,50.0,,80.0,86.0,復興,12.0,
55,7.0,,,,2025-12-25 00:00:00,55.0,,28.0,41.0,永和,6.0,
61,3.0,,,,2025-12-25 00:00:00,38.0,,55.0,61.0,竹山,6.0,
52,5.0,,,,2025-12-25 00:00:00,50.0,,37.0,52.0,中壢,6.0,
56,8.0,,,,2025-12-25 00:00:00,56.0,,37.0,40.0,三重,6.0,
38,2.0,,,,2025-12-25 00:00:00,29.0,,17.0,31.0,冬山,6.0,
37,3.0,,,,2025-12-25 00:00:00,17.0,,12.0,32.0,宜蘭,0.0,
36,3.0,,,,2025-12-25 00:00:00,10.0,,13.0,10.0,陽明,6.0,
31,3.0,,,,2025-12-25 00:00:00,19.0,,22.0,15.0,花蓮,6.0,
33,2.0,,,,2025-12-25 00:00:00,14.0,,32.0,26.0,臺東,19.0,
38,2.0,,,,2025-12-25 00:00:00,5.0,,18.0,29.0,恆春,0.0,
84,3.0,,,,2025-12-25 00:00:00,29.0,,77.0,84.0,潮州,19.0,
81,3.0,,,,2025-12-25 00:00:00,33.0,,73.0,81.0,屏東,6.0,
84,5.0,,,,2025-12-25 00:00:00,51.0,,81.0,84.0,小港,12.0,
86,6.0,,,,2025-12-25 00:00:00,48.0,,86.0,86.0,前鎮,12.0,
90,5.0,,,,2025-12-25 00:00:00,43.0,,90.0,75.0,前金,12.0,
81,5.0,,,,2025-12-25 00:00:00,43.0,,81.0,81.0,左營,12.0,
86,5.0,,,,2025-12-25 00:00:00,38.0,,86.0,81.0,楠梓,6.0,
89,5.0,,,,2025-12-25 00:00:00,40.0,,87.0,89.0,林園,19.0,
87,3.0,,,,2025-12-25 00:00:00,36.0,,81.0,87.0,大寮,12.0,
84,6.0,,,,2025-12-25 00:00:00,51.0,,79.0,84.0,鳳山,12.0,
84,5.0,,,,2025-12-25 00:00:00,53.0,,84.0,84.0,仁武,12.0,
